 8 8 6 0 
 8 8 7 0 
 8 8 8 -0.13730083340232352 
 9 0 0 0 
 9 1 0 0 
 9 1 1 0 
 9 2 0 0.0062635826203257892 
 9 2 1 0 
 9 2 2 0 
 9 3 0 0 
 9 3 1 0 
 9 3 2 0 
 9 3 3 0 
 9 4 0 0 
 9 4 1 0 
 9 4 2 0 
 9 4 3 0 
 9 4 4 0 
 9 5 0 0 
 9 5 1 0 
 9 5 2 0 
 9 5 3 0 
 9 5 4 0 
 9 5 5 0 
 9 6 0 0 
 9 6 1 0 
 9 6 2 0 
 9 6 3 0 
 9 6 4 0.072954776251015721 
 9 6 5 0 
 9 6 6 0 
 9 7 0 0 
 9 7 1 0 
 9 7 2 0 
 9 7 3 0 
 9 7 4 0 
 9 7 5 0 
 9 7 6 0 
 9 7 7 0 
 9 8 0 0 
 9 8 1 0 
 9 8 2 0 
 9 8 3 0 
 9 8 4 0 
 9 8 5 0 
 9 8 6 0 
 9 8 7 0 
 9 8 8 0 
 9 9 0 0 
 9 9 1 0 
 9 9 2 0 
 9 9 3 -0.025355767892428771 
 9 9 4 0 
 9 9 5 0 
 9 9 6 0 
 9 9 7 0 
 9 9 8 0 
 9 9 9 0 
 10 0 0 0 
 10 1 0 0 
 10 1 1 0 
 10 2 0 0 
 10 2 1 0 
 10 2 2 0 
 10 3 0 0 
 10 3 1 0 
 10 3 2 0 
 10 3 3 0 
 10 4 0 0 
 10 4 1 0 
 10 4 2 0 
 10 4 3 0 
 10 4 4 0 
 10 5 0 0.052875851261889185 
 10 5 1 0 
 10 5 2 0 
 10 5 3 0 
 10 5 4 0 
 10 5 5 0 
 10 6 0 0 
 10 6 1 0 
 10 6 2 0 
 10 6 3 0 
 10 6 4 0 
 10 6 5 0 
 10 6 6 0 
 10 7 0 0 
 10 7 1 0 
 10 7 2 0 
 10 7 3 0 
 10 7 4 0 
 10 7 5 0 
 10 7 6 0 
 10 7 7 0 
 10 8 0 0 
 10 8 1 0 
 10 8 2 0 
 10 8 3 0 
 10 8 4 0 
 10 8 5 0 
 10 8 6 0 
 10 8 7 0 
 10 8 8 0 
 10 9 0 0 
 10 9 1 0 
 10 9 2 0 
 10 9 3 0 
 10 9 4 0 
 10 9 5 0 
 10 9 6 0 
 10 9 7 0 
 10 9 8 0 
 10 9 9 0 
 10 10 0 0 
 10 10 1 0 
 10 10 2 0 
 10 10 3 0.03184039276098509 
 10 10 4 0 
 10 10 5 -0.24194754688466588 
 10 10 6 0 
 10 10 7 0 
 10 10 8 0 
 10 10 9 0 
 10 10 10 0 
 11 0 0 0 
 11 1 0 0 
 11 1 1 0 
 11 2 0 0 
 11 2 1 0 
 11 2 2 0 
 11 3 0 0.082673047507381095 
 11 3 1 0 
 11 3 2 0 
 11 3 3 -0.12822072447925789 
 11 4 0 0 
 11 4 1 0 
 11 4 2 0 
 11 4 3 0 
 11 4 4 0 
 11 5 0 0 
 11 5 1 0 
 11 5 2 0 
 11 5 3 0 
 11 5 4 0 
 11 5 5 -0.064951009627130074 
 11 6 0 0 
 11 6 1 0 
 11 6 2 0 
 11 6 3 0 
 11 6 4 0 
 11 6 5 0 
 11 6 6 0 
 11 7 0 0 
 11 7 1 0 
 11 7 2 0 
 11 7 3 0 
 11 7 4 0 
 11 7 5 0 
 11 7 6 0 
 11 7 7 0 
 11 8 0 0 
 11 8 1 0 
 11 8 2 0 
 11 8 3 0 
 11 8 4 0 
 11 8 5 0 
 11 8 6 0 
 11 8 7 0 
 11 8 8 0 
 11 9 0 0 
 11 9 1 0 
 11 9 2 0 
 11 9 3 0 
 11 9 4 0 
 11 9 5 0 
 11 9 6 0 
 11 9 7 0 
 11 9 8 0 
 11 9 9 0 
 11 10 0 0 
 11 10 1 0 
 11 10 2 0 
 11 10 3 0 
 11 10 4 0 
 11 10 5 0 
 11 10 6 0 
 11 10 7 0 
 11 10 8 0 
 11 10 9 0 
 11 10 10 0.17700245834592521 
 11 11 0 0 
 11 11 1 0.60355634068581698 
 11 11 2 0 
 11 11 3 -0.1494303474650224 
 11 11 4 -0.056036088576940993 
 11 11 5 0 
 11 11 6 0 
 11 11 7 0 
 11 11 8 -0.29424203617560568 
 11 11 9 0 
 11 11 10 0 
 11 11 11 0 
 12 0 0 0 
 12 1 0 0 
 12 1 1 0 
 12 2 0 0 
 12 2 1 0 
 12 2 2 0 
 12 3 0 -0.058908472405405955 
 12 3 1 0 
 12 3 2 0 
 12 3 3 0 
 12 4 0 0 
 12 4 1 0 
 12 4 2 0 
 12 4 3 0 
 12 4 4 0 
 12 5 0 0 
 12 5 1 0 
 12 5 2 0 
 12 5 3 0 
 12 5 4 0 
 12 5 5 0 
 12 6 0 0 
 12 6 1 0 
 12 6 2 0 
 12 6 3 0 
 12 6 4 0 
 12 6 5 0 
 12 6 6 0 
 12 7 0 0 
 12 7 1 0 
 12 7 2 0 
 12 7 3 0 
 12 7 4 0 
 12 7 5 0 
 12 7 6 0 
 12 7 7 0 
 12 8 0 0 
 12 8 1 0 
 12 8 2 0 
 12 8 3 0 
 12 8 4 0 
 12 8 5 0 
 12 8 6 0 
 12 8 7 0 
 12 8 8 0 
 12 9 0 0 
 12 9 1 0 
 12 9 2 0 
 12 9 3 0 
 12 9 4 0 
 12 9 5 0 
 12 9 6 0 
 12 9 7 0 
 12 9 8 0 
 12 9 9 0 
 12 10 0 0 
 12 10 1 0 
 12 10 2 0 
 12 10 3 0 
 12 10 4 0 
 12 10 5 0 
 12 10 6 0 
 12 10 7 0 
 12 10 8 0 
 12 10 9 0 
 12 10 10 0 
 12 11 0 0 
 12 11 1 0 
 12 11 2 0 
 12 11 3 0 
 12 11 4 0 
 12 11 5 0 
 12 11 6 -0.12565509743424208 
 12 11 7 0 
 12 11 8 0 
 12 11 9 0 
 12 11 10 0 
 12 11 11 0 
 12 12 0 0 
 12 12 1 0 
 12 12 2 0 
 12 12 3 0.050581952541406114 
 12 12 4 0 
 12 12 5 -0.15587112753756283 
 12 12 6 0 
 12 12 7 0 
 12 12 8 0 
 12 12 9 0 
 12 12 10 0 
 12 12 11 0 
 12 12 12 -0.11962414627496061 
 13 0 0 0 
 13 1 0 0 
 13 1 1 0 
 13 2 0 0 
 13 2 1 0 
 13 2 2 0 
 13 3 0 0 
 13 3 1 0 
 13 3 2 0 
 13 3 3 0 
 13 4 0 0 
 13 4 1 0 
 13 4 2 0 
 13 4 3 0 
 13 4 4 0 
 13 5 0 0 
 13 5 1 0 
 13 5 2 0 
 13 5 3 0 
 13 5 4 0 
 13 5 5 0 
 13 6 0 0 
 13 6 1 0 
 13 6 2 0 
 13 6 3 0 
 13 6 4 0 
 13 6 5 0 
 13 6 6 0 
 13 7 0 -0.01305679084657118 
 13 7 1 0 
 13 7 2 0 
 13 7 3 0 
 13 7 4 0 
 13 7 5 0 
 13 7 6 0 
 13 7 7 0 
 13 8 0 0 
 13 8 1 0 
 13 8 2 0 
 13 8 3 0 
 13 8 4 0 
 13 8 5 0 
 13 8 6 0 
 13 8 7 0 
 13 8 8 0 
 13 9 0 0 
 13 9 1 0 
 13 9 2 0 
 13 9 3 0 
 13 9 4 0 
 13 9 5 0 
 13 9 6 0 
 13 9 7 0 
 13 9 8 0 
 13 9 9 0 
 13 10 0 0 
 13 10 1 0 
 13 10 2 0 
 13 10 3 0 
 13 10 4 0 
 13 10 5 0 
 13 10 6 0 
 13 10 7 0 
 13 10 8 0 
 13 10 9 0 
 13 10 10 0 
 13 11 0 0 
 13 11 1 0 
 13 11 2 0 
 13 11 3 0 
 13 11 4 0 
 13 11 5 0 
 13 11 6 0 
 13 11 7 0 
 13 11 8 0 
 13 11 9 0 
 13 11 10 0 
 13 11 11 0 
 13 12 0 0 
 13 12 1 0 
 13 12 2 0 
 13 12 3 0 
 13 12 4 0 
 13 12 5 0 
 13 12 6 0 
 13 12 7 0 
 13 12 8 0 
 13 12 9 0 
 13 12 10 0 
 13 12 11 0 
 13 12 12 0 
 13 13 0 0 
 13 13 1 0 
 13 13 2 0.040637059673339464 
 13 13 3 -0.024658954334566247 
 13 13 4 0 
 13 13 5 0 
 13 13 6 0 
 13 13 7 0 
 13 13 8 0 
 13 13 9 0 
 13 13 10 0 
 13 13 11 0 
 13 13 12 0 
 13 13 13 0 
 14 0 0 0 
 14 1 0 0 
 14 1 1 0 
 14 2 0 0 
 14 2 1 -1.8270139961792045 
 14 2 2 0 
 14 3 0 0.011557032463429633 
 14 3 1 0 
 14 3 2 0 
 14 3 3 0 
 14 4 0 0 
 14 4 1 0 
 14 4 2 0 
 14 4 3 0 
 14 4 4 -0.046827772031476034 
 14 5 0 0 
 14 5 1 0 
 14 5 2 0 
 14 5 3 0 
 14 5 4 0 
 14 5 5 0 
 14 6 0 0 
 14 6 1 0 
 14 6 2 0 
 14 6 3 0 
 14 6 4 0 
 14 6 5 0 
 14 6 6 0 
 14 7 0 0 
 14 7 1 0 
 14 7 2 0 
 14 7 3 0 
 14 7 4 0 
 14 7 5 0 
 14 7 6 0 
 14 7 7 0 
 14 8 0 0 
 14 8 1 0 
 14 8 2 0 
 14 8 3 0 
 14 8 4 0 
 14 8 5 0 
 14 8 6 0 
 14 8 7 0 
 14 8 8 0 
 14 9 0 0 
 14 9 1 0 
 14 9 2 0 
 14 9 3 0 
 14 9 4 0 
 14 9 5 0 
 14 9 6 -0.19194086903226054 
 14 9 7 0 
 14 9 8 0 
 14 9 9 0 
 14 10 0 0 
 14 10 1 0 
 14 10 2 0 
 14 10 3 0 
 14 10 4 0 
 14 10 5 0 
 14 10 6 0 
 14 10 7 0 
 14 10 8 0 
 14 10 9 0 
 14 10 10 0 
 14 11 0 0 
 14 11 1 0 
 14 11 2 0 
 14 11 3 0 
 14 11 4 0 
 14 11 5 0 
 14 11 6 0 
 14 11 7 0 
 14 11 8 0 
 14 11 9 0 
 14 11 10 0 
 14 11 11 0 
 14 12 0 0 
 14 12 1 0 
 14 12 2 0 
 14 12 3 0 
 14 12 4 0 
 14 12 5 0 
 14 12 6 0 
 14 12 7 0 
 14 12 8 0 
 14 12 9 0 
 14 12 10 0 
 14 12 11 0 
 14 12 12 0 
 14 13 0 0 
 14 13 1 0 
 14 13 2 0 
 14 13 3 0 
 14 13 4 0 
 14 13 5 0 
 14 13 6 0 
 14 13 7 0 
 14 13 8 0 
 14 13 9 0 
 14 13 10 0 
 14 13 11 0 
 14 13 12 0 
 14 13 13 0 
 14 14 0 -0.0046582722485364724 
 14 14 1 0 
 14 14 2 0 
 14 14 3 0.27475731770457851 
 14 14 4 0 
 14 14 5 0 
 14 14 6 0 
 14 14 7 -0.089699218297956823 
 14 14 8 0 
 14 14 9 0 
 14 14 10 0 
 14 14 11 0 
 14 14 12 0 
 14 14 13 0 
 14 14 14 0.0059782307385925753 
