1.052322863566999978e-05 6.302627115306000225e+06
1.324795994356000070e-05 6.302620122198999859e+06
1.667819342738000081e-05 6.302609453511999920e+06
2.099660152854999998e-05 6.302592862572999671e+06
2.643315522561000023e-05 6.302565713314999826e+06
3.327737082741999983e-05 6.302522722299999557e+06
4.189372777232999685e-05 6.302454844681000337e+06
5.274107848738000202e-05 6.302347539570000023e+06
6.639708395319000270e-05 6.302177692695000209e+06
8.358897625770000603e-05 6.301909374975999817e+06
1.052322863567000012e-04 6.301486157395999879e+06
1.324795994355999968e-04 6.300820495140999556e+06
1.667819342737999946e-04 6.299777764914999716e+06
2.099660152855000134e-04 6.298155343090999871e+06
2.643315522560999819e-04 6.295656252790999599e+06
3.327737082741999983e-04 6.291862565856999718e+06
4.189372777233000091e-04 6.286221680940999649e+06
5.274107848738000337e-04 6.278050511481000111e+06
6.639708395318999999e-04 6.266533223698999733e+06
8.358897625769999519e-04 6.250590539161000401e+06
1.052322863567000093e-03 6.228530385904000141e+06
1.324795994356000022e-03 6.197902451681000181e+06
1.667819342737999946e-03 6.155808659603999928e+06
2.099660152855000080e-03 6.098817627925000153e+06
2.643315522560999928e-03 6.022761488823000342e+06
3.327737082742000200e-03 5.922867248823000118e+06
4.189372777233000417e-03 5.793886729821999557e+06
5.274107848738000121e-03 5.630206965663000010e+06
6.639708395318999999e-03 5.426145645837999880e+06
8.358897625770000603e-03 5.176054178061000071e+06
1.052322863567000007e-02 4.874216689402000047e+06
1.324795994355999935e-02 4.515345075894000009e+06
1.667819342735000002e-02 4.095231942166999914e+06
2.099660136433999930e-02 3.613923476065000053e+06
2.643302962104999987e-02 3.082730156814999878e+06
3.325991725658999920e-02 2.536649647634999827e+06
4.131084427683000271e-02 2.063061284855999984e+06
4.811042795111000053e-02 1.787170696093000006e+06
5.303957649821999798e-02 1.640432115124000004e+06
5.710244131153000002e-02 1.542679280995999929e+06
6.072908903941000303e-02 1.467152266318999929e+06
6.411105505823999628e-02 1.402844625897000078e+06
6.734963984708000617e-02 1.344397037042000098e+06
7.050555095338000011e-02 1.288835450013000052e+06
7.361864866039000144e-02 1.234507756925000111e+06
7.671701597336000322e-02 1.180677866251999978e+06
7.982159927791999954e-02 1.127124963233999908e+06
8.294878610250000506e-02 1.073972495439999970e+06
8.611193210362000361e-02 1.021722639499000041e+06
8.932231340540999764e-02 9.710889669031000230e+05
9.258974600008999800e-02 9.228245754390000366e+05
9.592300277331000657e-02 8.776950728357000044e+05
9.933010241475999369e-02 8.363405486661000177e+05
1.028185143334000018e-01 7.991811899733999744e+05
1.063953067895000021e-01 7.663546373031999683e+05
1.100672555870000069e-01 7.376405351807000116e+05
1.138409247153999992e-01 7.124794380100000417e+05
1.177227266241999970e-01 6.899567934001999674e+05
1.217189674619000017e-01 6.689660028329000343e+05
1.258358810799999894e-01 6.483196615205999697e+05
1.300796545995999975e-01 6.269172736019999720e+05
1.344564476677999887e-01 6.039441450006000232e+05
1.389724070894000074e-01 5.790854490139000118e+05
1.436336782208000040e-01 5.525747909600000130e+05
1.484464143207999964e-01 5.251462752093999879e+05
1.534167849263000094e-01 4.979426436580999871e+05
1.585509842382999968e-01 4.722490802973000100e+05
1.638552404579000088e-01 4.491643078342999797e+05
1.693358269748000133e-01 4.292923946100000176e+05
1.749990762962999880e-01 4.125441090359999798e+05
1.808513975878000002e-01 3.981280006722999969e+05
1.868992986880000096e-01 3.848129334217000287e+05
1.931494134597999957e-01 3.712122280959999771e+05
1.996085353358000025e-01 3.562581590272000176e+05
2.062836579370999901e-01 3.397264513264999841e+05
2.131820236713000138e-01 3.223164470289999736e+05
2.203111812778000000e-01 3.052502287232999806e+05
2.276790533847999898e-01 2.897047117570000119e+05
2.352940152908999938e-01 2.763319288857000065e+05
2.431649864037999931e-01 2.650404584221999976e+05
